sentence_id,text,document_id
230,dalam penjelasan nya ke badan pengawas pasar modal bapepam direksi medco menjelaskan pihak nya telah menandatangani nota kesepahaman perjanjian jual beli gas dengan pln pada 21 maret lalu,20
231,dalam perjanjian tersebut medco akan memasok gas dalam kurun waktu 2008 - 2017 dengan total volume 133 miliar kaki kubik dari lapangan singa sumatera selatan ke fasilitas pembangkit listrik pln di jawa barat,20
232,"perusahaan perkebunan pt bakrie sumatra plantations tbk unsp di jakarta jumat menyatakan perolehan laba bersih tahun 2006 meningkat 49,41 persen menjadi 172,90 miliar dibanding rp 115,72 miliar tahun sebelum nya",21
233,"laporan keuangan konsolidasi tahunan perseroan memperlihatkan pertumbuhan laba bersih yang signifikan tersebut didorong oleh penjualan bersih perseroan yang meningkat dari rp 883,31 miliar pada tahun 2005 menjadi rp 1,18 triliun pada tahun 2006",21
234,"keberhasilan perseroan mengendalikan biaya operasional melalui efisiensi membuahkan hasil laba usaha nya bertambah dari rp 227,88 miliar pada tahun 2005 menjadi rp 292,16 miliar pada tahun 2006 dan laba bersih per saham eps - earning per share perseroan naik dari rp 50 menjadi rp 74",21
235,"menurut dia keputusan untuk membayarkan dividen luar biasa 0,475 dollar as per lembar saham ditetapkan setelah mempertimbangkan kinerja keuangan perseroan tahun 2006 dan kondisi keuangan saat ini yang sangat baik",22
236,ia mengatakan pemegang saham indonesia akan menerima dividen dalam rupiah yang nilai nya setara dengan dividen yang dibayarkan dalam dollar as berdasarkan kurs tengah yang ditetapkan oleh bank indonesia pada tanggal 27 april 2007,22
237,pemegang saham asing akan menerima dividen dalam dolar as ujar nya,22
238,"sementara itu ujar dia dividen interim untuk tahun 2006 sebesar 0,025 dolar as per lembar saham telah dibayarkan sebelum nya pada tanggal lima desember 2006 sehingga secara keseluruhan dividen tahun 2006 sebesar 0,525 dolar as per lembar saham",22
239,"jumlah yang sama sebesar 0,11 dolar as per lembar saham telah dibayarkan untuk tahun 2005 kata dia",22
240,dalam rups tersebut pemegang saham juga mengangkat rozik b soetjipto sebagai komisaris independen untuk periode sampai penutupan rups tahunan 2008,22
241,rozik b soetjipto menggantikan soetaryo sigit yang efektif pensiun dari perseroan pada penutupan rapat tersebut ujar nya,22
242,selain itu ucap nya pemegang saham juga mengangkat kembali eddie a arsyad ciho d bangun dan dirk theuninck sebagai direktur-direktur perseroan yang akan bekerja sampai penutupan rups tahunan 2009,22
243,ia menambahkan kantor akuntan publik haryanto sahari dan rekan - pricewaterhousecoopers telah ditunjuk kembali sebagai akuntan publik untuk mengaudit buku-buku perseroan sampai tahun berakhir tanggal 31 desember 2007,22
244,bank central asia bca menargetkan dapat menyalurkan kredit sebesar rp 10 triliun pada tahun 2007,24
245,kita anggarkan rp 4 triliun untuk korporasi kata wakil presiden bca jahja setiaatmadja di jakarta baru-baru ini,24
246,penyaluran kredit rp 10 triliun tersebut menurut jahja akan dianggarkan dari penarikan surat bank indonesia sbi,24
247,"kredit bca tahun 2006 tumbuh sebesar 13,5 persen menjadi rp 61,4 triliun dengan kredit korporasi tumbuh 19,0 persen yoy menjadi rp 23,9 triliun",24
248,"sedangkan kredit komersial dan usaha kecil dan menengah ukm tumbuh 16,1 persen menjadi rp 29,2 triliun dan kredit konsumer turun 4,9 persen menjadi rp 8,5 triliun terutama disebabkan oleh penurunan kredit kendaraan bermotor yang turun 40,9 persen menjadi rp 2,5 triliun",24
249,"kpr tumbuh 23,9 persen menjadi rp 4,4 triliun dan kartu kredit tumbuh 34,3 % menjadi rp 1,6 triliun",24
250,"pada 31 desember 2006 porsi kredit komersial dan ukm mencapai 47,4 persen dari total kredit sementara kredit korporasi berkontribusi 38,8 persen dan kredit konsumer 13,8 persen",24
251,sementara itu saat ini bca dan mandiri menjadi sindikasi untuk menyalurkan kredit bagi investasi jalan tol jagorawi - cinere,24
252,"dalam sindikasi yang akan mengucurkan dana rp 1,461 triliun tersebut bca menyalurkan kredit sebesar rp 584 miliar",24
253,penanaman modal asing pma di malaysia tahun 2006 mencapai lima kali lebih besar dibandingkan indonesia hal ini menunjukkan pembangunan ekonomi malaysia jauh lebih menarik dibandingkan indonesia bagi investor asing,25
254,"menurut harian utusan malaysia rabu di kuala lumpur pma yang masuk ke malaysia mencapai 20,2 miliar ringgit malaysia 5,6 miliar dolar as dibandingkan indonesia yang hanya mencapai 4,7 miliar ringgit malaysia 1,3 miliar dolar as",25
255,juru bicara parlemen malaysia bidang perdagangan dan industri luar negeri dr tan yee kew mengemukakan dalam sidang parlemen malaysia menduduki urutan ke-2 setelah singapura di kalangan asean dari segi masuknya pma,25
256,"singapura sendiri berhasil mendatangkan pma tahun 2006 sebesar 30 miliar ringgit 8,3 miliar dolar as",25
257,"sementara itu posisi ketiga adalah thailand sebesar 11,4 miliar ringgit 3,16 miliar dolar as dan indonesia berada di urutan ke-4 dengan nilai 4,7 miliar ringgit",25
258,jadi tidak benar pma ke malaysia semakin memburuk kata tan yee kew menanggapi pernyataan tan lian hoe pimpinan barisan nasional bukit gantang yang menyatakan bahwa pma malaysia semakin memburuk dibandingkan tetangga nya di asean,25
259,"ia mengemukakan pula sepuluh negara investor utama di malaysia dalam periode 2005 hingga 2006 ialah jepang dengan pma sebanyak 8.1 miliar ringgit amerika 7,6 miliar ringgit belanda 5 miliar singapura 4.9 miliar ringgit australia 2,7 miliar ringgit korea 1.1 miliar ringgit cayman islands 1 miliar taiwan 0.8 miliar ringgit inggris 0,7 miliar ringgit",25
260,"produksi sawit pt astra agro lestari aali pada kuartal pertama 2007 turun 8,3 persen dibandingkan periode sama sebelum nya",26
261,"produksi sawit dalam tbs tandan buah segar pada kuartal i 2007 sebesar 808.475 ton atau turun 8,3 persen",26
262,penurunan produksi ini akibat dampak musim kering yang terjadi pada semester ii 2006 dan dampak nya masih dirasakan pada kuartal pertama 2007 kata direktur aali julie syaftari kepada bej kamis,26
263,dia mengatakan penurunan produksi ini terjadi di beberapa perkebunan perseroan yang tersebar di beberapa wilayah indonesia,26
264,"sementara untuk wilayah sulawesi masih memberikan peningkatan produksi sebesar 14,2 persen",26
265,penurunan produksi sawit berakibat pula pada penurunan produksi minyak sawit mentah cpo aali sebesar 10 persen dari 223 ton pada kuartal i 2006 menjadi 200.662 ton pada kuartal i 2007 kata nya,26
266,"lembaga penjamin simpanan lps menurunkan suku bunga penjaminan lps rate untuk periode 15 april - 14 mei 2007 sebesar 25 basis poin bps menjadi 9,00 persen untuk simpanan di bank umum dan 12,75 persen di bank perkreditan rakyat bpr",27
267,makro ekonomi membaik sedangkan inflasi dan nilai tukar terus stabil kata kepala eksekutif lps krisna wijaya di jakarta kamis,27
268,dia juga mengatakan meski pada 22 maret lps mulai memberlakukan batas simpanan yang dijamin sebesar rp 100 juta tingkat kepercayaan level of confidence masyarakat terhadap perbankan masih tetap tinggi,27
269,"sementara itu suku bunga penjaminan untuk simpanan dalam bentuk dolar as tetap dipertahankan pada level 4,75 persen",27
270,dengan langkah penurunan ini maka suku bunga penjaminan lps rate dan suku bunga bi bi rate kembali pada posisi yang sama yaitu 9 persen setelah pada awal pekan lalu rapat dewan gubernur rdg bi memutuskan untuk mempertahankan bi rate pada level itu,27
271,lembaga pemeringkat internasional fitch ratings kamis memberikan peringkat jangka panjang nasional ' aa - idn ' aa minus idn untuk pt bank pan indonesia tbk panin yang berdomisili di indonesia,28
272,fitch dalam siaran pers nya yang diterima antara di jakarta kamis juga menaikkan peringkat dukungan support rating ke ' 4 ' dari ' 5 ' dan menegaskan kembali peringkat individu individual rating dari panin di ' c d ',28
273,"fitch juga memberikan peringkat ekspektasi ' aa - idn ' aa minus idn untuk obligasi senilai rp 1,5 triliun obligasi ii 2007 yang akan diterbitkan perusahaan dalam tiga seri tranches yang mempunyai jangka waktu jatuh tempo tiga lima dan tujuh tahun dengan prospek dari peringkat-peringkat yang diberikan adalah stabil",28
274,fitch menyatakan peringkat-peringkat tersebut mencerminkan posisi permodalan bank yang kuat kredit bermasalah yang walaupun tinggi bisa diimbangi dengan pencadangan yang cukup profitabilitas yang secara umum baik dan juga merefleksikan dukungan dari pemerintah serta australia and new zealand anz banking group walaupun mungkin terbatas,28
275,"panin adalah bank kedelapan terbesar di indonesia 2,4 persen dari total aset perbankan dan anz memiliki kepemilikan minoritas di bank tersebut",28
276,"fitch mengatakan sejalan dengan pertumbuhan yang signifikan di pembiayaan komersial yang berbunga lebih tinggi tumbuh 89 persen menjadi rp 7 triliun di tahun 2006 margin bunga bersih net interest margin bank meningkat menjadi 5,1 persen di tahun 2006 dari 4,1 persen di 2005",28
277,sementara itu pendapatan bukan bunga yang lebih tinggi berasal dari penjualan obligasi pemerintah di 2006,28
278,walaupun biaya-biaya operasi meningkat tetapi masih bisa dikontrol di kisaran 3 persen dari rata-rata aset,28
279,"secara keseluruhan lanjut fitch panin membukukan profitabilitas yang lebih baik dengan rasio pendapatan terhadap aset roa sebelum provisi 3,2 persen di tahun 2006 dibandingkan dengan 2,2 persen di 2005",28
280,"rasio kredit bermasalah panin meningkat ke 9,3 persen di akhir 2005 yang sebagian disebabkan oleh implementasi regulasi penggolongan kredit yang lebih ketat dan juga karena kondisi makroekonomi yang kurang menguntungkan termasuk kenaikan harga bahan bakar dan kemudian tingkat suku bunga yang meningkat sejak 2005",28
281,"namun demikian rasio kredit bermasalah kemudian turun ke 8,0 persen di akhir 2006 meskipun jumlah absolut nya lebih tinggi 8 persen dari akhir 2005 menjadi rp 1,5 triliun",28
282,sekitar 83 persen dari kredit bermasalah di akhir tahun 2006 digolongkan sebagai kredit korporasi termasuk di dalam nya beberapa kredit bermasalah yang berasal dari masa krisis keuangan asia,28
283,"sedangkan sisa nya sebesar 17 persen digolongkan sebagai kredit bermasalah komersial dan konsumsi yang walaupun meningkat di 2006 tetapi dari basis yang rendah dengan rasio kredit bermasalah dari kedua segmen tersebut meningkat menjadi 2,1 persen di akhir tahun 2006 dari 1,7 persen di akhir 2005",28
284,restrukturisasi kredit bermasalah yang sedang dilakukan terutama untuk beberapa kredit korporasi bermasalah yang jumlah nya besar dan ekspektasi ekonomi yang lebih baik diharapkan akan membantu memperbaiki kualitas kredit panin di tahun ini,28
285,"pencadangan untuk kredit bermasalah sebesar 82,3 persen di akhir tahun 2006 lebih rendah dari 111 persen di akhir 2004 tetapi lebih tinggi dibandingkan rata-rata bank sekelas peer yang berkisar antara 60 - 70 persen",30
286,dalam pengertian fitch pinjaman dengan jaminan merupakan porsi mayoritas dari total kredit bank di akhir tahun 2006,30
287,"permodalan panin adalah kuat dengan car total 29,5 persen pada akhir tahun 2006 tier 1 : 21,8 persen di atas rata-rata industri yang sebesar 20,5 persen",30
288,meskipun rasio ini mungkin turun sejalan dengan ekspansi kredit yang ditargetkan sebesar 25 persen di 2007 fitch mengerti bahwa panin berniat untuk mempertahankan rasio kecukupan modal car total di level 20 persen atau lebih untuk beberapa tahun ke depan,30
289,"panin didirikan pada tahun 1971 oleh keluarga gunawan yang masih memegang kontrol terhadap bank sampai saat ini melalui pt panin life tbk yang menguasai 45,1 persen saham",30
290,"anz sebagai pemegang saham minoritas membeli 29,02 persen saham di tahun 1999 dan sampai saat ini terus memberikan bantuan teknis di bidang perbankan konsumsi manajemen risiko dan teknologi informasi",30
291,seperti bank-bank sekelas yang besar panin juga mengubah fokus pembiayaan nya ke segmen konsumer dan ukm usaha kecil dan menengah yang menyumbang 64 persen dari portofolio kredit di akhir tahun 2006,30
292,direktur utama pt bank mandiri agus d.w martowardojo mengatakan bank mandiri berencana akan mengakuisisi perusahaan multifinance dan bank dengan aset minimum tertentu,32
293,dalam revisi rencana bisnis kami akan masukkan rencana akuisisi perusahaan ' multifinance ' atau suatu bank dengan aset minimum tertentu kata nya ketika ditemui setelah rapat koordinasi bumn yang juga dihadiri oleh menteri negara bumn sugiharto di jakarta kamis,32
294,ia mengatakan dengan kondisi kredit bermasalah npl yang telah mencapai di bawah 5 persen di semester kedua maka pertumbuhan akan mencapai 18 persen dan pada bulan juli mendatang,32
295,sehingga kata nya akan dilakukan revisi rencana bisnis untuk mempercepat perkembangan bank mandiri,32
296,"agus mengatakan saat ini npl bank mandiri yaitu 4,7 persen dengan npl yang kurang dari 5 persen tersebut bank mandiri siap untuk mengembangkan bisnis dan melakukan merger maupun akuisisi",32
297,bank mandiri punya 5 strategi bisnis dan berusaha mencapai pangsa pasar 20 persen hingga 30 persen dari ' revenue pool ' di masing-masing segmen kata nya,32
298,meski telah merencanakan untuk merger dan mengakuisisi perusahaan multifinance agus enggan mengemukakan lebih lanjut perihal rencana nya tersebut,32
299,kita tunggu saja kata nya,32
300,"sementara itu menurut menteri negara bumn sugiharto bank mandiri adalah bank yang berhasil menurunkan npl nya dari 16,17 persen atau rp 16,2 triliun pada 2005 menjadi 6,06 persen atau sebesar rp 6,6 triliun pada tahun 2006",32
301,pada 2006 bank mandiri berhasil memperoleh penghargaan the best overall for corporate governance award dan the best disclosure and transparency dari asia money,32
302,meneg perencanaan pembangunan nasional kepala bappenas paskah suzetta direncanakan mengadakan sejumlah pertemuan di antara nya dengan presiden bank dunia paul wolfowitz dalam spring meeting dana moneter internasional bank dunia imf wb pekan ini di washington as,33
303,salah satu nya pak menteri bakal ketemu dengan paul wolfowitz tentu saja ditemani oleh james adams vice president bank dunia untuk asia pasifik kata sekretaris utama bappenas syahrial loetan di jakarta jumat,33
304,dia menjelaskan dalam pertemuan itu meneg ppn akan menyampaikan kondisi terakhir di indonesia yang mengalami banyak bencana pada awal tahun 2007 sehingga akan ada kenaikan defisit dan kemungkinan meminta bantuan pinjaman berbunga rendah kepada bank dunia,33
305,pak adams kemarin sudah beri petunjuk kalau dia akan membantu indonesia yang ingin meminta ida international development assistance - red yang berbunga rendah tapi kita tahu diri juga,33
306,kita kan sudah masuk ' middle income countries jadi jangan-jangan susah,33
307,namun dia menambahkan kemungkinan mengajukan pinjaman berbunga rendah ke bank dunia hanya sebagai tindakan antisipasi,33
308,bunga pinjaman ida hanya sekitar - 2 persen per tahun,33
309,kita pengen menunjukkan kayak-kayaknya nih kalau besok susah kita mau minjam ke bank dunia tutur nya,33
310,kehadiran meneg ppn kepala bappenas sendiri di pertemuan tahunan imf wb itu sebagai alternate governor bank dunia di indonesia sedangkan governor bank dunia di indonesia adalah menkeu sri mulyani indrawati,33
311,jepang menghibahkan 1 juta dolar as yang berasal dari policy and human resource development phrd trust fund untuk mendukung penguatan sistem administrasi perpajakan dan perbaikan pelayanan,34
312,sistem administrasi perpajakan adalah faktor kunci dalam upaya memperbaiki iklim investasi dan memobilisasi pendanaan untuk pembangunan,34
313,jepang tetap berkomitmen untuk membantu pemerintah indonesia memperbaiki sistem pajak mereka kata ken okinawa pejabat kedutaan besar jepang di jakarta dalam siaran pers bank dunia yang diterima antara jumat,34
314,sedangkan dirjen pajak depkeu darmin nasution mengatakan pihak nya menyambut baik dukungan masyarakat internasional terhadap reformasi perpajakan yang tengah dilakukan pihak nya,34
315,hibah dari jepang akan digunakan untuk membiayai sebuah kajian atas praktik kami selama ini dan membuat sebuah rencana reformasi yang komprehensif dalam bidang proses bisnis it dan pengembangan sumber daya kata darmin,34
316,saat ini jepang tengah berkolaborasi dengan bank dunia membantu ditjen pajak dalam modernisasi rencana untuk mendukung reformasi lembaga dan organisasi kemampuan it dan manajemen sumber daya manusia,34
317,pejabat sementara country director bank dunia untuk indonesia joel hellman menganggap bahwa pemerintah indonesia telah melakukan awalan yang sangat baik dalam agenda reformasi pajak,34
318,pemerintah akan terus menjaga ketahanan fiskal indonesia atas kemungkinan terjadinya over exposure paparan berlebihan ekonomi indonesia dari pihak luar dengan cara terus memonitor seluruh pinjaman luar negeri mengingat banyak nya perusahaan swasta yang kini sedang melirik pembiayaan luar negeri,34
319,ini akan mempengaruhi neraca pembayaran kita,34
320,karena itu perlu kita monitor dengan baik kata gubernur bi burhanuddin abdullah usai rapat koordinasi terbatas rakortas membahas exposure ekonomi indonesia terhadap luar negeri di gedung depkeu jakarta senin,34
321,dia mengatakan rakortas yang dihadiri seluruh pengambil kebijakan moneter dan fiskal itu belum menentukan apakah tim koordinasi pinjaman komersial luar negeri pkln,34
322,pembahasan tadi masih dalam tahap awal,34
323,pertanyaan nya apakah kita masih meneruskan tim itu kata gubernur,34
324,burhanuddin menegaskan rakortas sama sekali tidak dibahas adanya pembatasan pinjaman yang dilakukan oleh swasta termasuk bumn,34
325,"menurut data bi outstanding pinjaman ln indonesia termasuk pemerintah dan swasta pada tahun 2006 berada pada trend yang menurun hingga mencapai 125,257 miliar dolar as per desember 2006",34
326,"sedangkan outstanding pinjaman ln pada akhir triwulan i 2006 mencapai 134,627 miliar dolar as turun menjadi 129,934 miliar dolar as pada akhir triwulan ii 2006 dan menjadi 127,528 miliar dolar as pada akhir triwulan iii 2006",34
327,"pt astra otoparts tbk menjual kepemilikan saham nya di pt exedy indonesia sebanyak 7.072 saham dengan harga rp 1.835.000 per saham atau total nya senilai rp 12,977 miliar kepada exedy corporation yang berkedudukan di jepang",36
328,kami telah menandatangani perjanjian pengikatan untuk penjualan seluruh saham milik pt astra otoparts di pt exedy indonesia kepada exedy corporation kata sekretaris perusahaan astra otoparts kartina rahayu di jakarta senin,36
329,menurut dia penjualan saham tersebut akan berlaku efektif apabila syarat-syarat sebagaimana termuat dalam perjanjian pengikatan jual beli saham telah terpenuhi,36
330,dia mengatakan transaksi tersebut tidak mengandung unsur benturan kepentingan dilihat dari sisi direksi komisaris dan pemegang saham utama,36
331,lagi pula nilai nya tidak cukup material yakni kurang 10 persen dari pendapatan dan 20 persen dari ekuitas tambah nya,36
332,menkeu sri mulyani indrawati membebaskan tarif akhir bea masuk bm atas impor bahan baku untuk pembuatan komponen kendaraan bermotor oleh industri komponen kendaraan bermotor,37
333,ketentuan tersebut diatur dalam permenkeu no 34 pmk.011 2007 tanggal 3 april 2007 dan mulai berlaku 30 hari setelah ditetapkan selama satu tahun sejak tanggal berlaku,37
334,dia menambahkan permohonan pembebasan bm harus diajukan kepada dirjen bea cukai depkeu dengan melampirkan antara lain npwp ; surat izin usaha dari departemen instansi terkait ; daftar jumlah jenis spesifikasi dan harga barang ; dan keterangan verifikasi oleh surveyor yang ditunjuk pemerintah,37
335,"perusahaan alat berat pt united tractors tbk untr melalui anak perusahaan yang dimiliki sepenuh nya oleh perseroan yaitu pt pamapersada nusantara pama membeli 99 persen kepemilikan saham dynamics acres sdn bhd dasb pada sebuah perusahaan pertambangan batu bara pt dasa eka jasatama dej dengan nilai maksimal 19,50 juta dolar as",38
336,"sebagian dari jumlah nilai transaksi tersebut yaitu sebesar 14,40 juta dolar as akan diberikan terlebih dahulu dalam bentuk suatu bank guarantee yang pencairan nya kepada dasb akan tunduk pada ketentuan dan persyaratan yang diatur dalam perjanjian jual beli saham kata wakil presdir untr djoko pranoto dalam laporan nya kepada bursa efek surabaya bes di jakarta jumat",38
337,menurut nya transaksi pembelian saham dej tunduk pada ketentuan-ketentuan dan persyaratan-persyaratan dalam shares sales agreement ssa yang telah ditandatangani pada 30 april 2007 lalu oleh para pihak dan akan efektif setelah terpenuhinya seluruh syarat-syarat tangguh conditions precedent sebagaimana dipersyaratkan dalam ssa,38
338,apabila syarat-syarat tangguh dalam ssa dapat terpenuhi dalam jangka waktu 9 bulan atau perpanjangan nya kata dia maka pama akan memiliki saham dej dan secara tidak langsung akan turut memiliki seluruh aset yang dimiliki dej,38
339,sebagai bagian dari kesepakatan pama akan membantu penyelesaian kewajiban dej kepada pihak ketiga sampai dengan jumlah 11 juta dolar as tambah nya,38
340,dikatakan nya penandatanganan ssa ini sekaligus merupakan bagian dari rencana komprehensif pama terkait dengan upaya penyelesaian piutang dej kepada pama dan akuisisi sebelum nya atas konsesi-konsesi tambang perusahaan pemegang hak penambangan dan perusahaan pemasaran batu bara,38
341,"perusahaan farmasi pt tempo scan pacific tbk tspc di jakarta jumat menyatakan perolehan laba bersih nya dalam tiga bulan pertama yang berakhir maret 2007 naik 12,83 persen menjadi rp 106,93 miliar dari rp 94,77 miliar pada periode sama tahun lalu",39
342,"laporan keuangan konsolidasi kuartalan perseroan memperlihatkan pertumbuhan laba bersih tersebut didukung oleh penjualan bersih nya yang meningkat dari rp 638,29 miliar pada kuartal pertama 2006 menjadi rp 732,94 miliar pada kuartal pertama 2007",39
343,"sementara laba usaha perseroan dalam periode tersebut tampak naik tipis dari semula rp 117,27 miliar menjadi rp 117,82 miliar dan laba bersih per saham meningkat dari rp 21 pada kuartal pertama 2006 menjadi rp 24 kuartal pertama 2007",39
344,"sedangkan untuk tahun yang berakhir desember 2006 perseroan membukukan laba bersih rp 272,58 miliar turun 8,16 persen dibanding periode sama tahun sebelum nya rp 296,82 miliar",39
345,direktur utama pt bursa efek surabaya bes bastian purnama di jakarta jumat mengatakan pihak nya kembali akan melakukan pelelangan atas 23 saham bes kategori a treasury stock pada 4 juni 2007 di jakarta,40
346,ke-23 saham bes yang akan dilelang tersebut atas nama pt inti prebon securities pt mashill jaya sekuritas pt trisula cipta dana pt pamamitra artha pertiwi pt kestrel sekuritas surabaya pt finanza indonesia pt pentasena arthasentosa dan pt bomar sekuritas,40
347,selanjutnya saham atas nama pt bintang nusantara sekuritas pt gs capital pt intan artha pt ramayana artha perkasa pt primarindo securities pt dhanapasifik securities pt bumi arta securindo pt buana securities pt unisecurindoa abadi,40
348,kemudian saham bes atas nama pt inter pacific securities pt indoverse securities pt arga artha securities pt cimb niaga securities pt general capital dan pt muara securities,40
349,"perolehan laba bersih pt inco tbk sampai triwulan pertama k1 2007 naik 426 persen menjadi 227,8 juta dolar as unaudited dibandingkan periode sama sebelum nya sedangkan penjualan naik 146 persen menjadi 446,7 juta dolar as",41
350,"harga realisasi rata-rata nikel dalam matte pt inco sebesar 29,149 dolar as per ton pada k1 2007 atau lebih baik dibandingkan periode sama sebelum nya 11,136 dolar as per ton",41
351,produksi nikel dalam matte untuk k1 2007 sebesar 17.98 ton dibandingkan periode sama sebelum nya 17.361 ton,41
352,menteri keuangan jepang koji omi menurut rencana dalam waktu dekat ini akan berkunjung ke jakarta guna memperkukuh hubungan bilateral kedua negara khusus nya peningkatan kerja sama di sektor keuangan menyusul pembubaran lembaga donor cgi di awal tahun ini,42
353,menteri keuangan indonesia sri mulyani mengemukakan hal itu kepada antara di kyoto sabtu sesaat sebelum memasuki seminar yang diadakan dalam rangka pertemuan tahunan asian development bank adb ke-40,42
354,jepang sangat mendukung peningkatan kerja sama bilateral bahkan kedatangan omi ke jakarta adalah untuk melakukan diskusi yang lebih mendetail baik soal keuangan maupun pinjaman ujar mantan direktur eksekutif imf itu,42
355,pasca cgi indonesia memang memfokuskan pada kerja sama bilateral yang dinilai lebih adil dan tidak menekan posisi indonesia dalam memberikan pinjaman,42
356,jepang sendiri telah menunjukkan komitmen nya dalam hubungan bilateral dengan membantu memberikan pinjaman sebesar 200 juta dolar as untuk tahun ini yang terealisasi maret lalu,42
357,kita akan mencari berbagai macam pembahasan hubungan ri - jepang terlebih pada tahun depan hubungan kedua negara akan memasuki tahun ke 50,42
358,jadi kita sepakat untuk semakin mempererat hubungan itu ujar nya,42
359,selain itu pertemuan bilateral dengan jepang yang berlangsung sabtu pagi 5 5 juga membicarakan mengenai kerja sama negara-negara asean dengan mitra bisnis nya yakni jepang china dan korea selatan atau dikenal dengan istilah asean + 3,42
360,perusahaan transportasi laut untuk lng minyak kimia peti kemas dan batu bara pt humpuss intermoda transportasi tbk hits di jakarta rabu menyatakan akan menjual dua buah kapal tanker minyak milik nya yang telah habis masa kontrak nya dengan pelanggan seharga 36 juta dolar as,43
361,untuk meningkatkan efisiensi dan tingkat profitabilitas perseroan mengusulkan menjual armada kapal tersebut dan menggunakan hasil penjualan nya untuk membeli kapal dengan jenis lain,43
362,perseroan juga berencana meminjam dana perbankan untuk tambahan dana pembelian kapal tersebut kata perseroan dalam keterbukaan informasi nya,43
363,"perseroan telah menunjuk pt indoprofita konsultama sebagai pihak penilai independen yang menyatakan nilai wajar transaksi penjualan kapal tersebut berkisar antara 29,88 juta dolar as hingga 36,52 juta dolar as",43
364,"kredit bermasalah non performing loan - npl industri tekstil dan produk tekstil tpt pada maret 2007 mencapai 23,37 persen demikian dikemukakan deputi gubernur bank indonesia bi hartadi a sarwono di jakarta rabu",44
365,"ia mengatakan persentase tersebut termasuk tinggi karena npl untuk industri perbankan pada maret 2007 sebesar 6,6 persen",44
366,kenyataan ini melahirkan persepsi bahwa industri tpt termasuk kategori sunset industri kata hartadi dalam acara sosialisasi program peningkatan teknologi industri tpt di bi jakarta,44
367,hartadi mengatakan bahwa industri tpt sebenarnya merupakan salah satu dari sepuluh komoditas unggulan yang ditetapkan pemerintah untuk dikembangkan namun perkembangan peningkatan kapasitas produksi nya menghadapi kendala besar sementara persaingan semakin meningkat,44
368,"data perbankan menunjukkan besar nya penyaluran kredit pada industri tpt non - kulit pada maret 2007 mencapai rp 27,5 triliun atau sekitar 32,6 persen dari total kredit perbankan nasional yang mencapai rp 843 triliun",44
369,hartadi menjelaskan keengganan perbankan untuk memberikan pembiayaan pada industri tersebut membuat perkembangan nya sungguh sangat memprihatinkan,44
370,upaya yang dilakukan pemerintah untuk memberikan subsidi harga pembelian mesin diharapkan menjadi langkah konkret untuk mengatasi kesulitan yang dihadapi industri tpt,44
371,dana yang disediakan pemerintah tahun 2007 untuk potongan harga dan bantuan kredit guna pembelian mesin atau peralatan industri tpt dalam pelaksanaan program tersebut mencapai rp 255 miliar,44
372,ia berharap forum ini acara sosialisasi dapat memberikan akses informasi kepada perbankan khusus nya mengenai bidang-bidang usaha yang memiliki prospek yang baik dan potensial untuk dibiayai,44
373,sementara itu dirjend industri logam mesin tekstil departemen perindustrian ansari bukhari mengatakan sebenarnya pembiayaan perbankan ke sektor tpt masih cukup baik karena banyak nasabah dari industri tpt yang cukup bagus,44
374,ansari mengatakan secara keseluruhan program modernisasi mesin membutuhkan dana sekitar rp 50 triliun dengan pembiayaan dari perbankan diperkirakan mencapai rp 2 triliun,44
375,"menurut ansari pada 2006 kontribusi industri tpt terhadap ekspor mencapai 9,4 miliar dolar as sedangkan pada tahun ini ditargetkan mencapai 10 miliar dolar as",44
376,menteri keuangan sri mulyani mengungkapkan bahwa kontribusi pasar modal terhadap produk domestik bruto pdb pada saat ini mencapai 40 persen dengan kapitalisasi rp 1.400 triliun,45
377,"sri mulyani dalam acara pembukaan indonesia investor forum ii di jakarta selasa mengatakan kontribusi pasar modal terhadap pdb ini menunjukkan trend naik dibanding pada akhir 2006 yang hanya sebesar 37,4 persen dari pdb dengan kapitalisasi rp 1.250 triliun",45
378,peningkatan ini juga ditunjukkan dari naiknya indeks harga saham gabungan ihsg bursa efek jakarta bej yang pada akhir 2006 telah menyentuh level 1.805 hingga kuartal pertama 2007 ini telah berhasil ke level di atas 2.000,45
379,"dari sisi transaksi juga menunjukkan peningkatan pada saat ini rata-rata di atas rp 3 triliun per hari dibanding pada akhir 2006 yang rata-rata senilai rp 1,48 triliun per hari",45
380,mulyani berharap dengan diadakannya indonesia investor forum ii dapat dijadikan sebagai sosialisasi dan edukasi kepada masyarakat tentang pasar modal,45
381,dengan adanya sosialisasi dan edukasi ini diharapkan pasar modal dapat terus berkembang pada saat ini dan masa mendatang serta mampu mendukung pembangunan ekonomi yang kuat dan berkelanjutan harap mulyani,45
382,"perolehan laba bersih pt astra agro lestari tbk aali sampai kuartal pertama 2007 naik 47,6 persen menjadi rp 266,8 miliar dibanding periode yang sama tahun sebelum nya",46
383,"kenaikan laba bersih ini dipicu oleh naiknya penjualan sebesar 16,4 persen menjadi rp 1 triliun",46
384,hal ini disebabkan naiknya harga jual rata-rata di semua komoditi terutama harga minyak sawit mentah cpo kata direktur aali santosa dalam keterbukaan informasi kepada bursa efek jakarta bej selasa,46
