id,text,is_pronoun,entity_type,is_proper_name,is_first_person,previous_words,next_words,is_singleton
1861,awalan\NN yang\SC sangat\RB baik\JJ,0,OTHER|OTHER|OTHER|OTHER,0,0,"untuk\IN Indonesia,\NNP Joel\NNP Hellman\NNP menganggap\VB bahwa\SC pemerintah\NNP Indonesia\NNP telah\MD melakukan\VB ", dalam\IN agenda\NN reformasi\NN pajak.\NN Pemerintah\NN akan\MD terus\RB menjaga\VB ketahanan\NN fiskal\JJ,1
1862,agenda\NN reformasi\NN pajak.\NN,0,OTHER|ORGANIZATION|OTHER,0,0,bahwa\SC pemerintah\NNP Indonesia\NNP telah\MD melakukan\VB awalan\NN yang\SC sangat\RB baik\JJ dalam\IN , Pemerintah\NN akan\MD terus\RB menjaga\VB ketahanan\NN fiskal\JJ Indonesia\NNP atas\IN kemungkinan\NN terjadinya\NN,1
1863,Pemerintah\NN,0,ORGANIZATION,0,0,telah\MD melakukan\VB awalan\NN yang\SC sangat\RB baik\JJ dalam\IN agenda\NN reformasi\NN pajak.\NN , akan\MD terus\RB menjaga\VB ketahanan\NN fiskal\JJ Indonesia\NNP atas\IN kemungkinan\NN terjadinya\NN over\FW,0
1864,ketahanan\NN fiskal\JJ,0,OTHER|THINGS,0,0,sangat\RB baik\JJ dalam\IN agenda\NN reformasi\NN pajak.\NN Pemerintah\NN akan\MD terus\RB menjaga\VB , Indonesia\NNP atas\IN kemungkinan\NN terjadinya\NN over\FW exposure\FW paparan\NN berlebihan\JJ ekonomi\NN Indonesia\NNP,1
1865,over\FW exposure\FW,0,OTHER|EVENT,0,0,Pemerintah\NN akan\MD terus\RB menjaga\VB ketahanan\NN fiskal\JJ Indonesia\NNP atas\IN kemungkinan\NN terjadinya\NN , paparan\NN berlebihan\JJ ekonomi\NN Indonesia\NNP dari\IN pihak\NN luar\NN dengan\SC cara\NN terus\RB,1
1866,paparan\NN berlebihan\JJ,0,EVENT|EVENT,0,0,terus\RB menjaga\VB ketahanan\NN fiskal\JJ Indonesia\NNP atas\IN kemungkinan\NN terjadinya\NN over\FW exposure\FW , ekonomi\NN Indonesia\NNP dari\IN pihak\NN luar\NN dengan\SC cara\NN terus\RB memonitor\VB seluruh\CD,1
1867,ekonomi\NN Indonesia\NNP,0,EVENT|EVENT,1,0,ketahanan\NN fiskal\JJ Indonesia\NNP atas\IN kemungkinan\NN terjadinya\NN over\FW exposure\FW paparan\NN berlebihan\JJ , dari\IN pihak\NN luar\NN dengan\SC cara\NN terus\RB memonitor\VB seluruh\CD pinjaman\NN luar\NN,1
1868,pihak\NN luar\NN,0,EVENT|EVENT,0,0,atas\IN kemungkinan\NN terjadinya\NN over\FW exposure\FW paparan\NN berlebihan\JJ ekonomi\NN Indonesia\NNP dari\IN , dengan\SC cara\NN terus\RB memonitor\VB seluruh\CD pinjaman\NN luar\NN negeri\NN mengingat\IN banyak\CD,1
1869,cara\NN,0,EVENT,0,0,over\FW exposure\FW paparan\NN berlebihan\JJ ekonomi\NN Indonesia\NNP dari\IN pihak\NN luar\NN dengan\SC , terus\RB memonitor\VB seluruh\CD pinjaman\NN luar\NN negeri\NN mengingat\IN banyak\CD nya\PRP perusahaan\NN,1
1870,seluruh\CD pinjaman\NN luar\NN negeri\NN,0,OTHER|OTHER|OTHER|OTHER,0,0,berlebihan\JJ ekonomi\NN Indonesia\NNP dari\IN pihak\NN luar\NN dengan\SC cara\NN terus\RB memonitor\VB , mengingat\IN banyak\CD nya\PRP perusahaan\NN swasta\NN yang\SC kini\NN sedang\MD melirik\VB pembiayaan\NN,1
1871,nya\PRP,1,PERSON,0,0,dengan\SC cara\NN terus\RB memonitor\VB seluruh\CD pinjaman\NN luar\NN negeri\NN mengingat\IN banyak\CD , perusahaan\NN swasta\NN yang\SC kini\NN sedang\MD melirik\VB pembiayaan\NN luar\NN negeri.\NN Ini\PR,1
1872,kini\NN,0,OTHER,0,0,seluruh\CD pinjaman\NN luar\NN negeri\NN mengingat\IN banyak\CD nya\PRP perusahaan\NN swasta\NN yang\SC , sedang\MD melirik\VB pembiayaan\NN luar\NN negeri.\NN Ini\PR akan\MD mempengaruhi\VB neraca\NN pembayaran\NN,1
1873,pembiayaan\NN luar\NN negeri.\NN,0,OTHER|OTHER|OTHER,0,0,negeri\NN mengingat\IN banyak\CD nya\PRP perusahaan\NN swasta\NN yang\SC kini\NN sedang\MD melirik\VB , Ini\PR akan\MD mempengaruhi\VB neraca\NN pembayaran\NN kita.\PRP Karena\SC itu\PR perlu\MD kita\PRP,1
1874,Ini\PR,0,OTHER,0,0,nya\PRP perusahaan\NN swasta\NN yang\SC kini\NN sedang\MD melirik\VB pembiayaan\NN luar\NN negeri.\NN , akan\MD mempengaruhi\VB neraca\NN pembayaran\NN kita.\PRP Karena\SC itu\PR perlu\MD kita\PRP monitor\VB,1
1875,kita.\PRP,1,PERSON,0,0,sedang\MD melirik\VB pembiayaan\NN luar\NN negeri.\NN Ini\PR akan\MD mempengaruhi\VB neraca\NN pembayaran\NN ," Karena\SC itu\PR perlu\MD kita\PRP monitor\VB dengan\IN baik,\JJ kata\VB Gubernur\NNP BI,\NNP",1
1876,itu\PR,0,OTHER,0,0,pembiayaan\NN luar\NN negeri.\NN Ini\PR akan\MD mempengaruhi\VB neraca\NN pembayaran\NN kita.\PRP Karena\SC ," perlu\MD kita\PRP monitor\VB dengan\IN baik,\JJ kata\VB Gubernur\NNP BI,\NNP Burhanuddin\NNP Abdullah\NNP",1
1877,kita\PRP,1,PERSON,0,0,negeri.\NN Ini\PR akan\MD mempengaruhi\VB neraca\NN pembayaran\NN kita.\PRP Karena\SC itu\PR perlu\MD ," monitor\VB dengan\IN baik,\JJ kata\VB Gubernur\NNP BI,\NNP Burhanuddin\NNP Abdullah\NNP usai\SC rapat\NN",1
1878,"Gubernur\NNP BI,\NNP",0,TITLE|TITLE,1,0,"pembayaran\NN kita.\PRP Karena\SC itu\PR perlu\MD kita\PRP monitor\VB dengan\IN baik,\JJ kata\VB ", Burhanuddin\NNP Abdullah\NNP usai\SC rapat\NN koordinasi\NN terbatas\JJ rakortas\NN membahas\VB exposure\FW ekonomi\NN,0
1879,Burhanuddin\NNP Abdullah\NNP,0,PERSON|PERSON,1,0,"Karena\SC itu\PR perlu\MD kita\PRP monitor\VB dengan\IN baik,\JJ kata\VB Gubernur\NNP BI,\NNP ", usai\SC rapat\NN koordinasi\NN terbatas\JJ rakortas\NN membahas\VB exposure\FW ekonomi\NN Indonesia\NNP terhadap\IN,0
1880,rapat\NN koordinasi\NN terbatas\JJ,0,OTHER|OTHER|OTHER,0,0,"kita\PRP monitor\VB dengan\IN baik,\JJ kata\VB Gubernur\NNP BI,\NNP Burhanuddin\NNP Abdullah\NNP usai\SC ", rakortas\NN membahas\VB exposure\FW ekonomi\NN Indonesia\NNP terhadap\IN luar\NN negeri\NN di\IN Gedung\NNP,1
1881,rakortas\NN,0,OTHER,0,0,"baik,\JJ kata\VB Gubernur\NNP BI,\NNP Burhanuddin\NNP Abdullah\NNP usai\SC rapat\NN koordinasi\NN terbatas\JJ ", membahas\VB exposure\FW ekonomi\NN Indonesia\NNP terhadap\IN luar\NN negeri\NN di\IN Gedung\NNP Depkeu\NNP,1
1882,exposure\FW,0,OTHER,0,0,"Gubernur\NNP BI,\NNP Burhanuddin\NNP Abdullah\NNP usai\SC rapat\NN koordinasi\NN terbatas\JJ rakortas\NN membahas\VB "," ekonomi\NN Indonesia\NNP terhadap\IN luar\NN negeri\NN di\IN Gedung\NNP Depkeu\NNP Jakarta,\NNP Senin.\NNP",1
1883,luar\NN negeri\NN,0,OTHER|OTHER,0,0,usai\SC rapat\NN koordinasi\NN terbatas\JJ rakortas\NN membahas\VB exposure\FW ekonomi\NN Indonesia\NNP terhadap\IN ," di\IN Gedung\NNP Depkeu\NNP Jakarta,\NNP Senin.\NNP Dia\PRP mengatakan,\VB rakortas\NN yang\SC dihadiri\VB",1
1884,"Gedung\NNP Depkeu\NNP Jakarta,\NNP",0,OTHER|LOCATION|OTHER,1,0,terbatas\JJ rakortas\NN membahas\VB exposure\FW ekonomi\NN Indonesia\NNP terhadap\IN luar\NN negeri\NN di\IN ," Senin.\NNP Dia\PRP mengatakan,\VB rakortas\NN yang\SC dihadiri\VB seluruh\CD pengambil\NN kebijakan\NN moneter\JJ",1
1885,Senin.\NNP,0,OTHER,1,0,"exposure\FW ekonomi\NN Indonesia\NNP terhadap\IN luar\NN negeri\NN di\IN Gedung\NNP Depkeu\NNP Jakarta,\NNP "," Dia\PRP mengatakan,\VB rakortas\NN yang\SC dihadiri\VB seluruh\CD pengambil\NN kebijakan\NN moneter\JJ dan\CC",1
1886,Dia\PRP,1,PERSON,0,0,"ekonomi\NN Indonesia\NNP terhadap\IN luar\NN negeri\NN di\IN Gedung\NNP Depkeu\NNP Jakarta,\NNP Senin.\NNP "," mengatakan,\VB rakortas\NN yang\SC dihadiri\VB seluruh\CD pengambil\NN kebijakan\NN moneter\JJ dan\CC fiskal\JJ",0
1887,seluruh\CD,0,OTHER,0,0,"di\IN Gedung\NNP Depkeu\NNP Jakarta,\NNP Senin.\NNP Dia\PRP mengatakan,\VB rakortas\NN yang\SC dihadiri\VB ", pengambil\NN kebijakan\NN moneter\JJ dan\CC fiskal\JJ itu\PR belum\NEG menentukan\VB apakah\SC Tim\NN,1
1888,kebijakan\NN moneter\JJ dan\CC fiskal\JJ,0,OTHER|THINGS|THINGS|THINGS,0,0,"Depkeu\NNP Jakarta,\NNP Senin.\NNP Dia\PRP mengatakan,\VB rakortas\NN yang\SC dihadiri\VB seluruh\CD pengambil\NN ", itu\PR belum\NEG menentukan\VB apakah\SC Tim\NN Koordinasi\NN Pinjaman\NN Komersial\JJ Luar\NN Negeri\NN,1
1889,Tim\NN Koordinasi\NN,0,ORGANIZATION|ORGANIZATION,0,0,seluruh\CD pengambil\NN kebijakan\NN moneter\JJ dan\CC fiskal\JJ itu\PR belum\NEG menentukan\VB apakah\SC , Pinjaman\NN Komersial\JJ Luar\NN Negeri\NN PKLN.\NN Pembahasan\NN tadi\PR masih\MD dalam\IN tahap\NN,1
1890,Pinjaman\NN Komersial\JJ Luar\NN Negeri\NN,0,ORGANIZATION|ORGANIZATION|ORGANIZATION|ORGANIZATION,0,0,kebijakan\NN moneter\JJ dan\CC fiskal\JJ itu\PR belum\NEG menentukan\VB apakah\SC Tim\NN Koordinasi\NN , PKLN.\NN Pembahasan\NN tadi\PR masih\MD dalam\IN tahap\NN awal.\NN Pertanyaan\NN nya\PRP apakah\SC,1
1891,PKLN.\NN,0,OTHER,0,0,itu\PR belum\NEG menentukan\VB apakah\SC Tim\NN Koordinasi\NN Pinjaman\NN Komersial\JJ Luar\NN Negeri\NN , Pembahasan\NN tadi\PR masih\MD dalam\IN tahap\NN awal.\NN Pertanyaan\NN nya\PRP apakah\SC kita\PRP,1
1892,Pembahasan\NN tadi\PR,0,EVENT|OTHER,0,0,belum\NEG menentukan\VB apakah\SC Tim\NN Koordinasi\NN Pinjaman\NN Komersial\JJ Luar\NN Negeri\NN PKLN.\NN , masih\MD dalam\IN tahap\NN awal.\NN Pertanyaan\NN nya\PRP apakah\SC kita\PRP masih\MD meneruskan\VB,1
1893,tahap\NN awal.\NN,0,OTHER|OTHER,0,0,Koordinasi\NN Pinjaman\NN Komersial\JJ Luar\NN Negeri\NN PKLN.\NN Pembahasan\NN tadi\PR masih\MD dalam\IN ," Pertanyaan\NN nya\PRP apakah\SC kita\PRP masih\MD meneruskan\VB tim\NN itu,\PR kata\VB Gubernur.\NN",1
1894,nya\PRP,1,PERSON,0,0,Luar\NN Negeri\NN PKLN.\NN Pembahasan\NN tadi\PR masih\MD dalam\IN tahap\NN awal.\NN Pertanyaan\NN ," apakah\SC kita\PRP masih\MD meneruskan\VB tim\NN itu,\PR kata\VB Gubernur.\NN Burhanuddin\NNP menegaskan\VB",1
1895,kita\PRP,1,PERSON,0,0,PKLN.\NN Pembahasan\NN tadi\PR masih\MD dalam\IN tahap\NN awal.\NN Pertanyaan\NN nya\PRP apakah\SC ," masih\MD meneruskan\VB tim\NN itu,\PR kata\VB Gubernur.\NN Burhanuddin\NNP menegaskan\VB rakortas\NN sama\RB",1
1896,"tim\NN itu,\PR",0,OTHER|OTHER,0,0,masih\MD dalam\IN tahap\NN awal.\NN Pertanyaan\NN nya\PRP apakah\SC kita\PRP masih\MD meneruskan\VB , kata\VB Gubernur.\NN Burhanuddin\NNP menegaskan\VB rakortas\NN sama\RB sekali\RB tidak\NEG dibahas\VB adanya\NN,1
1897,Gubernur.\NN,0,OTHER,0,0,"awal.\NN Pertanyaan\NN nya\PRP apakah\SC kita\PRP masih\MD meneruskan\VB tim\NN itu,\PR kata\VB ", Burhanuddin\NNP menegaskan\VB rakortas\NN sama\RB sekali\RB tidak\NEG dibahas\VB adanya\NN pembatasan\NN pinjaman\NN,1
1898,Burhanuddin\NNP,0,PERSON,1,0,"Pertanyaan\NN nya\PRP apakah\SC kita\PRP masih\MD meneruskan\VB tim\NN itu,\PR kata\VB Gubernur.\NN ", menegaskan\VB rakortas\NN sama\RB sekali\RB tidak\NEG dibahas\VB adanya\NN pembatasan\NN pinjaman\NN yang\SC,0
1899,rakortas\NN,0,OTHER,0,0,"apakah\SC kita\PRP masih\MD meneruskan\VB tim\NN itu,\PR kata\VB Gubernur.\NN Burhanuddin\NNP menegaskan\VB ", sama\RB sekali\RB tidak\NEG dibahas\VB adanya\NN pembatasan\NN pinjaman\NN yang\SC dilakukan\VB oleh\IN,1
1900,adanya\NN pembatasan\NN pinjaman\NN,0,OTHER|THINGS|THINGS,0,0,"itu,\PR kata\VB Gubernur.\NN Burhanuddin\NNP menegaskan\VB rakortas\NN sama\RB sekali\RB tidak\NEG dibahas\VB "," yang\SC dilakukan\VB oleh\IN swasta,\JJ termasuk\VB BUMN.\NN Menurut\IN data\NN BI,\NNP outstanding\FW",1
1901,BUMN.\NN,0,OTHER,0,0,"tidak\NEG dibahas\VB adanya\NN pembatasan\NN pinjaman\NN yang\SC dilakukan\VB oleh\IN swasta,\JJ termasuk\VB "," Menurut\IN data\NN BI,\NNP outstanding\FW pinjaman\NN LN\NN Indonesia,\NNP termasuk\VB pemerintah\NN dan\CC",1
1902,"data\NN BI,\NNP",0,OTHER|OTHER,1,0,"adanya\NN pembatasan\NN pinjaman\NN yang\SC dilakukan\VB oleh\IN swasta,\JJ termasuk\VB BUMN.\NN Menurut\IN "," outstanding\FW pinjaman\NN LN\NN Indonesia,\NNP termasuk\VB pemerintah\NN dan\CC swasta,\JJ pada\IN tahun\NN",1
1903,pinjaman\NN LN\NN,0,OTHER|THINGS,0,0,"yang\SC dilakukan\VB oleh\IN swasta,\JJ termasuk\VB BUMN.\NN Menurut\IN data\NN BI,\NNP outstanding\FW "," Indonesia,\NNP termasuk\VB pemerintah\NN dan\CC swasta,\JJ pada\IN tahun\NN 2006\CD berada\VB pada\IN",1
1904,pemerintah\NN,0,OTHER,0,0,"termasuk\VB BUMN.\NN Menurut\IN data\NN BI,\NNP outstanding\FW pinjaman\NN LN\NN Indonesia,\NNP termasuk\VB "," dan\CC swasta,\JJ pada\IN tahun\NN 2006\CD berada\VB pada\IN trend\FW yang\SC menurun\VB",1
1905,tahun\NN 2006\CD,0,OTHER|TIME,0,0,"BI,\NNP outstanding\FW pinjaman\NN LN\NN Indonesia,\NNP termasuk\VB pemerintah\NN dan\CC swasta,\JJ pada\IN "," berada\VB pada\IN trend\FW yang\SC menurun\VB hingga\SC mencapai\VB 125,257\CD miliar\CD dolar\NN",1
1906,trend\FW,0,OTHER,0,0,"Indonesia,\NNP termasuk\VB pemerintah\NN dan\CC swasta,\JJ pada\IN tahun\NN 2006\CD berada\VB pada\IN "," yang\SC menurun\VB hingga\SC mencapai\VB 125,257\CD miliar\CD dolar\NN AS\NNP per\IN Desember\NNP",1
1907,"125,257\CD miliar\CD dolar\NN AS\NNP",0,PERSON|PERSON|PERSON|PERSON,1,0,pada\IN tahun\NN 2006\CD berada\VB pada\IN trend\FW yang\SC menurun\VB hingga\SC mencapai\VB , per\IN Desember\NNP 2006.\CD Sedangkan\CC outstanding\FW pinjaman\NN LN\NN pada\IN akhir\NN triwulan\NN,1
1908,Desember\NNP 2006.\CD,0,PERSON|OTHER,1,0,"trend\FW yang\SC menurun\VB hingga\SC mencapai\VB 125,257\CD miliar\CD dolar\NN AS\NNP per\IN ", Sedangkan\CC outstanding\FW pinjaman\NN LN\NN pada\IN akhir\NN triwulan\NN I/\OD 2006\CD mencapai\VB,1
1909,pinjaman\NN LN\NN,0,OTHER|ORGANIZATION,0,0,"mencapai\VB 125,257\CD miliar\CD dolar\NN AS\NNP per\IN Desember\NNP 2006.\CD Sedangkan\CC outstanding\FW "," pada\IN akhir\NN triwulan\NN I/\OD 2006\CD mencapai\VB 134,627\CD miliar\CD dolar\NN AS,\NNP",1
1910,akhir\NN triwulan\NN I/\OD 2006\CD,0,OTHER|OTHER|LOCATION|OTHER,0,0,dolar\NN AS\NNP per\IN Desember\NNP 2006.\CD Sedangkan\CC outstanding\FW pinjaman\NN LN\NN pada\IN ," mencapai\VB 134,627\CD miliar\CD dolar\NN AS,\NNP turun\VB menjadi\VB 129,934\CD miliar\CD dolar\NN",1
1911,"134,627\CD miliar\CD dolar\NN AS,\NNP",0,NUM|NUM|NUM|NUM,1,0,Sedangkan\CC outstanding\FW pinjaman\NN LN\NN pada\IN akhir\NN triwulan\NN I/\OD 2006\CD mencapai\VB ," turun\VB menjadi\VB 129,934\CD miliar\CD dolar\NN AS\NNP pada\IN akhir\NN triwulan\NN II/\OD",1
1912,"129,934\CD miliar\CD dolar\NN AS\NNP",0,OTHER|PERSON|PERSON|PERSON,1,0,"triwulan\NN I/\OD 2006\CD mencapai\VB 134,627\CD miliar\CD dolar\NN AS,\NNP turun\VB menjadi\VB "," pada\IN akhir\NN triwulan\NN II/\OD 2006,\CD dan\CC menjadi\VB 127,528\CD miliar\CD dolar\NN",1
1913,"akhir\NN triwulan\NN II/\OD 2006,\CD",0,OTHER|OTHER|TITLE|TITLE,0,0,"miliar\CD dolar\NN AS,\NNP turun\VB menjadi\VB 129,934\CD miliar\CD dolar\NN AS\NNP pada\IN "," dan\CC menjadi\VB 127,528\CD miliar\CD dolar\NN AS\NNP pada\IN akhir\NN triwulan\NN III/\OD",1
1914,"127,528\CD miliar\CD dolar\NN AS\NNP",0,OTHER|OTHER|PERSON|PERSON,1,0,"miliar\CD dolar\NN AS\NNP pada\IN akhir\NN triwulan\NN II/\OD 2006,\CD dan\CC menjadi\VB ", pada\IN akhir\NN triwulan\NN III/\OD 2006.\CD,1
1915,akhir\NN triwulan\NN III/\OD 2006.\CD,0,PERSON|OTHER|OTHER|OTHER,0,0,"triwulan\NN II/\OD 2006,\CD dan\CC menjadi\VB 127,528\CD miliar\CD dolar\NN AS\NNP pada\IN ",,1
3046,Pemerintah\NN,0,PERSON,0,0,, membentuk\VB Badan\NNP Usaha\NNP Pembiayaan\NNP Pembangunan\NNP Hutan\NNP BUPPH\NNP yang\SC akan\MD membiayai\VB,1
3047,Badan\NNP Usaha\NNP Pembiayaan\NNP Pembangunan\NNP Hutan\NNP,0,ORGANIZATION|ORGANIZATION|ORGANIZATION|ORGANIZATION|ORGANIZATION,1,0,Pemerintah\NN membentuk\VB , BUPPH\NNP yang\SC akan\MD membiayai\VB pembangunan\NN hutan\NN tanaman\NN rakyat\NN seluas\JJ sekitar\RB,1
3048,BUPPH\NNP,0,ORGANIZATION,1,0,Pemerintah\NN membentuk\VB Badan\NNP Usaha\NNP Pembiayaan\NNP Pembangunan\NNP Hutan\NNP ," yang\SC akan\MD membiayai\VB pembangunan\NN hutan\NN tanaman\NN rakyat\NN seluas\JJ sekitar\RB 5,4\CD",1
3049,hutan\NN tanaman\NN rakyat\NN,0,OTHER|OTHER|OTHER,0,0,Badan\NNP Usaha\NNP Pembiayaan\NNP Pembangunan\NNP Hutan\NNP BUPPH\NNP yang\SC akan\MD membiayai\VB pembangunan\NN ," seluas\JJ sekitar\RB 5,4\CD juta\CD hektare\FW dengan\IN dana\NN dari\IN Dana\NN Reboisasi\NN",1
3050,hektare\FW,0,PERSON,0,0,"akan\MD membiayai\VB pembangunan\NN hutan\NN tanaman\NN rakyat\NN seluas\JJ sekitar\RB 5,4\CD juta\CD "," dengan\IN dana\NN dari\IN Dana\NN Reboisasi\NN DR\NN sebesar\JJ Rp\SYM 9,7\CD triliun.\CD",1
3051,dana\NN,0,OTHER,0,0,"pembangunan\NN hutan\NN tanaman\NN rakyat\NN seluas\JJ sekitar\RB 5,4\CD juta\CD hektare\FW dengan\IN "," dari\IN Dana\NN Reboisasi\NN DR\NN sebesar\JJ Rp\SYM 9,7\CD triliun.\CD Tadi\NN dibahas\VB",1
3052,Dana\NN Reboisasi\NN,0,THINGS|THINGS,0,0,"tanaman\NN rakyat\NN seluas\JJ sekitar\RB 5,4\CD juta\CD hektare\FW dengan\IN dana\NN dari\IN "," DR\NN sebesar\JJ Rp\SYM 9,7\CD triliun.\CD Tadi\NN dibahas\VB pemantapan\NN pembentukan\NN BUPPH\NNP",1
3053,DR\NN,0,THINGS,0,0,"seluas\JJ sekitar\RB 5,4\CD juta\CD hektare\FW dengan\IN dana\NN dari\IN Dana\NN Reboisasi\NN "," sebesar\JJ Rp\SYM 9,7\CD triliun.\CD Tadi\NN dibahas\VB pemantapan\NN pembentukan\NN BUPPH\NNP dan\CC",1
3054,"sebesar\JJ Rp\SYM 9,7\CD triliun.\CD",0,THINGS|THINGS|NUM|NUM,0,0,"sekitar\RB 5,4\CD juta\CD hektare\FW dengan\IN dana\NN dari\IN Dana\NN Reboisasi\NN DR\NN ", Tadi\NN dibahas\VB pemantapan\NN pembentukan\NN BUPPH\NNP dan\CC sudah\MD disepakati\VB pembentukan\NN nya\PRP,1
3055,Tadi\NN,0,OTHER,0,0,"dengan\IN dana\NN dari\IN Dana\NN Reboisasi\NN DR\NN sebesar\JJ Rp\SYM 9,7\CD triliun.\CD ", dibahas\VB pemantapan\NN pembentukan\NN BUPPH\NNP dan\CC sudah\MD disepakati\VB pembentukan\NN nya\PRP oleh\IN,1
3056,pembentukan\NN BUPPH\NNP,0,OTHER|ORGANIZATION,1,0,"Dana\NN Reboisasi\NN DR\NN sebesar\JJ Rp\SYM 9,7\CD triliun.\CD Tadi\NN dibahas\VB pemantapan\NN "," dan\CC sudah\MD disepakati\VB pembentukan\NN nya\PRP oleh\IN Menteri\NN Keuangan,\NN kata\VB Menteri\NNP",1
3057,nya\PRP,1,PERSON,0,0,triliun.\CD Tadi\NN dibahas\VB pemantapan\NN pembentukan\NN BUPPH\NNP dan\CC sudah\MD disepakati\VB pembentukan\NN ," oleh\IN Menteri\NN Keuangan,\NN kata\VB Menteri\NNP Kehutanan\NNP MS\NNP Ka'ban,\NNP usai\IN pertemuan\NN",1
3058,"Menteri\NN Keuangan,\NN",0,TITLE|TITLE,0,0,dibahas\VB pemantapan\NN pembentukan\NN BUPPH\NNP dan\CC sudah\MD disepakati\VB pembentukan\NN nya\PRP oleh\IN ," kata\VB Menteri\NNP Kehutanan\NNP MS\NNP Ka'ban,\NNP usai\IN pertemuan\NN dengan\IN Menteri\NNP Keuangan\NNP",0
3059,"Menteri\NNP Kehutanan\NNP MS\NNP Ka'ban,\NNP",0,TITLE|PERSON|PERSON|OTHER,1,0,"BUPPH\NNP dan\CC sudah\MD disepakati\VB pembentukan\NN nya\PRP oleh\IN Menteri\NN Keuangan,\NN kata\VB ", usai\IN pertemuan\NN dengan\IN Menteri\NNP Keuangan\NNP Sri\NNP Mulyani\NNP di\IN Gedung\NNP Departemen\NNP,0
3060,pertemuan\NN,0,OTHER,0,0,"nya\PRP oleh\IN Menteri\NN Keuangan,\NN kata\VB Menteri\NNP Kehutanan\NNP MS\NNP Ka'ban,\NNP usai\IN "," dengan\IN Menteri\NNP Keuangan\NNP Sri\NNP Mulyani\NNP di\IN Gedung\NNP Departemen\NNP Keuangan\NNP Jakarta,\NNP",1
3061,Menteri\NNP Keuangan\NNP Sri\NNP Mulyani\NNP,0,TITLE|TITLE|PERSON|PERSON,1,0,"Menteri\NN Keuangan,\NN kata\VB Menteri\NNP Kehutanan\NNP MS\NNP Ka'ban,\NNP usai\IN pertemuan\NN dengan\IN "," di\IN Gedung\NNP Departemen\NNP Keuangan\NNP Jakarta,\NNP Senin.\NNP Ka'ban\NNP menyebutkan\VB surat\NN keputusan\NN",0
3062,Gedung\NNP Departemen\NNP Keuangan\NNP,0,FACILITY|FACILITY|FACILITY,1,0,"MS\NNP Ka'ban,\NNP usai\IN pertemuan\NN dengan\IN Menteri\NNP Keuangan\NNP Sri\NNP Mulyani\NNP di\IN "," Jakarta,\NNP Senin.\NNP Ka'ban\NNP menyebutkan\VB surat\NN keputusan\NN bersama\JJ SKB\NN pembentukan\NN BUPPH\NNP",1
3063,"Jakarta,\NNP",0,OTHER,1,0,pertemuan\NN dengan\IN Menteri\NNP Keuangan\NNP Sri\NNP Mulyani\NNP di\IN Gedung\NNP Departemen\NNP Keuangan\NNP , Senin.\NNP Ka'ban\NNP menyebutkan\VB surat\NN keputusan\NN bersama\JJ SKB\NN pembentukan\NN BUPPH\NNP diharapkan\VB,1
3064,Senin.\NNP,0,OTHER,1,0,"dengan\IN Menteri\NNP Keuangan\NNP Sri\NNP Mulyani\NNP di\IN Gedung\NNP Departemen\NNP Keuangan\NNP Jakarta,\NNP ", Ka'ban\NNP menyebutkan\VB surat\NN keputusan\NN bersama\JJ SKB\NN pembentukan\NN BUPPH\NNP diharapkan\VB sudah\MD,1
3065,Ka'ban\NNP,0,PERSON,1,0,"Menteri\NNP Keuangan\NNP Sri\NNP Mulyani\NNP di\IN Gedung\NNP Departemen\NNP Keuangan\NNP Jakarta,\NNP Senin.\NNP ", menyebutkan\VB surat\NN keputusan\NN bersama\JJ SKB\NN pembentukan\NN BUPPH\NNP diharapkan\VB sudah\MD dapat\MD,0
3066,surat\NN keputusan\NN bersama\JJ,0,OTHER|OTHER|OTHER,0,0,"Sri\NNP Mulyani\NNP di\IN Gedung\NNP Departemen\NNP Keuangan\NNP Jakarta,\NNP Senin.\NNP Ka'ban\NNP menyebutkan\VB ", SKB\NN pembentukan\NN BUPPH\NNP diharapkan\VB sudah\MD dapat\MD diselesaikan\VB paling\RB lambat\JJ 2\CD,0
3067,SKB\NN,0,FACILITY,0,0,"Gedung\NNP Departemen\NNP Keuangan\NNP Jakarta,\NNP Senin.\NNP Ka'ban\NNP menyebutkan\VB surat\NN keputusan\NN bersama\JJ ", pembentukan\NN BUPPH\NNP diharapkan\VB sudah\MD dapat\MD diselesaikan\VB paling\RB lambat\JJ 2\CD Februari\NNP,0
3068,pembentukan\NN BUPPH\NNP,0,FACILITY|FACILITY,1,0,"Departemen\NNP Keuangan\NNP Jakarta,\NNP Senin.\NNP Ka'ban\NNP menyebutkan\VB surat\NN keputusan\NN bersama\JJ SKB\NN ", diharapkan\VB sudah\MD dapat\MD diselesaikan\VB paling\RB lambat\JJ 2\CD Februari\NNP 2007\CD sehingga\SC,1
3069,2\CD Februari\NNP 2007\CD,0,TIME|TIME|TIME,1,0,bersama\JJ SKB\NN pembentukan\NN BUPPH\NNP diharapkan\VB sudah\MD dapat\MD diselesaikan\VB paling\RB lambat\JJ , sehingga\SC pada\IN pertengahan\NN Februari\NNP 2007\CD diharapkan\VB sudah\MD dapat\MD mulai\MD beroperasi.\VB,1
